A(410),B(435),C(460),D(485),E(510),F(535),G(560),H(585),R(610),I(645),S(680),J(705),U(760),V(810),W(860),K(900),L(940),T(730)
3255.0174650457166,1305.385067446123,2832.940624660208,939.6158745219097,1087.217008288159,2034.1326686100595,495.79276199472304,507.84549745225763,1516.3738488566232,258.3840208130533,356.4688381830228,75.98421734798636,76.56180257069225,256.4168556558783,310.341876746341,101.04846706325702,55.090146058472435,87.12390009690142
2481.413264761213,1102.6790610910002,2754.655465827747,856.4667905693365,1022.2620878066331,2015.6331849604167,429.3122048397568,430.20199518536555,1338.2985267100012,220.53927036924944,253.58521305284484,66.61600404145052,63.667240415132085,219.84617084899728,220.07169325147643,91.95119851992241,48.63437776472404,76.9196467160375
2351.922279826604,1339.105005169711,2703.0502162662888,919.9985752071266,1076.5223378460553,1973.2177532694013,415.8895343324068,400.29065584723975,1300.6374593950793,219.76999886021025,355.1665396453216,66.0295910452635,75.62541257769008,233.90052662495202,311.8140513169456,91.13848358597946,46.466487130779136,83.2313331588236
2349.1128765833514,1346.1434417569592,2742.7770869574124,911.8605880835355,1072.1204840511602,2002.9487191680723,415.74097329110145,402.01856429462464,1322.1523851255336,197.47756560490896,350.55900062704376,65.21618772980595,78.30322399613087,234.1939987669663,312.8698019928058,92.97459469346617,46.13437447110338,80.87163123983127
3179.10039708834,1943.6714673838478,3356.878066616847,1256.8604919805189,1478.951707660209,1713.271835029351,564.2774712776614,568.2092081680378,2029.4938956067347,313.7732124594933,510.43020190279515,96.05621787858878,114.39991740093502,310.274854634772,502.34911443607643,140.34413624079636,72.6040603238046,123.15889181722294
2564.1037558867038,1594.8552817489995,2797.126763974065,1016.682287683042,1124.802110378153,1552.3265225302177,492.14629336754655,495.0976950863505,1351.3280520671408,261.6684864977178,360.7167323149268,77.99946747400558,70.34399512477066,226.10764544204807,320.29812970648516,98.38033986333294,54.67297165115205,86.05072976881412
3316.0811505290267,753.3519359111561,2180.0209055506402,641.3212539685055,1074.0346584892743,1322.680243052899,376.8900362029127,394.06799181524684,1154.5520835984985,220.88789223638761,285.06609368622645,56.54766056393118,67.65136170319894,162.35506259541017,211.83618254789877,114.17572348938765,54.988571391316924,83.70216340187723
1866.125747078006,953.5226009241763,2174.817336052769,688.3407370581754,1042.9899321239186,1268.765365640017,406.3811895778838,410.35072491717665,1204.0727368626438,230.0617862629912,301.35211442458865,58.64303652664404,58.321927181366796,175.4583205115667,224.1350125862431,74.06656014503267,40.273593893764605,83.96796776322935
1638.4279740299407,954.749582240153,2099.198870323725,695.3606957470599,957.2103674101911,1335.8995400236365,417.38529577216735,420.5542875308002,1080.748358076106,234.66680231442663,273.9434207519131,62.14845127708644,68.62170134083847,172.41578686843445,215.39154371981647,68.01801110367867,40.84436534378701,90.52367561347023
1353.482626215406,817.056687054484,1969.7785560050054,608.3243241802576,944.0023733211593,1159.556104322302,368.958914008288,374.7311331824088,1118.3747475394007,207.88944450991195,322.00583341010446,51.85863757761541,66.78980657166665,181.68619813687877,244.20867902080334,71.18384933928968,38.87603648745051,80.23302034282368
2296.4607637512036,1000.4524464930759,2367.4371765281253,568.9247974700108,923.0052099325554,1190.2857664763642,318.7272605553829,312.7189965805725,827.872610439724,163.43657842335352,166.14430870811495,47.84840031540075,47.02507660467798,139.98007012455344,164.9401406011425,77.54198524420475,34.62151598807147,63.55138666993419
1660.425229698906,892.8953318624154,2016.433403131923,645.3613602515094,1000.5302491052935,1228.0233726283202,377.79470849229494,395.48571141830985,1182.387796897125,206.94576374854563,292.4614305308969,57.0984774070482,68.93187089099563,174.94031225620063,224.38072611032453,70.01215597067154,39.00133431522471,83.52717428403282
1422.5865567548537,239.15646297090368,1385.3124759219193,194.67522745872247,392.91692143403714,1060.6713526426674,184.3935747451067,203.9255142155808,838.9290049489034,104.94476960305973,231.23695805251634,42.14659142959572,54.50773459395684,190.19759703984226,270.6021478868323,96.37281109364625,36.95874985304215,68.49446604845083
2297.7226332522746,840.2349902572416,2167.7699164770065,494.9105456497677,770.5233164774824,1065.4357349372713,311.15577273799516,294.628733485347,741.9066358769362,154.56953916142166,156.85016503575736,48.24309610966991,47.16859016390218,143.51575605113908,161.59049326491544,74.53138871383545,33.15180844448441,61.14382179271339
2500.6502825975226,1115.355010167212,2729.0911023633016,836.2884461931899,1025.935709625842,1982.4672605604624,426.7479872998921,433.9307048855078,1321.8431395355904,199.57782792951602,252.11588873840475,66.52288804904153,63.52636084136246,220.6362020119402,222.843832968596,89.46579315843144,48.56880176047325,79.83602877188056
1810.2979075314547,676.7100674688073,2206.5228048915747,478.02178560121985,775.9058251035635,1110.6796408531345,278.7714746569939,272.80029023924834,649.461822224067,119.92545620028203,149.53433124632005,41.58443475344839,36.73145791635371,126.17555802737401,126.22657886104128,67.97917822454781,28.94849884998965,52.18626773306236
2183.645695340607,903.6821843307492,2748.8058355231697,763.2984054535381,975.8937733910641,1849.333309762816,428.42800382129735,433.15533338602665,1363.6932573050767,216.3442697515658,294.38062773825095,63.720534760553285,71.24040061416088,238.2749147046175,276.01198437000716,102.69672900290523,46.32309665108333,77.63450862245075
3806.135047091013,1354.7117997571245,3644.676316620707,931.9083711311433,1203.1717233035813,1884.3538093313384,494.66918456467806,505.68516157772115,1469.19944584812,256.3958670367412,349.50550206967466,75.70812122577365,74.14389309909951,244.5761576157336,301.9177028961974,137.6576531534856,56.62018961290887,85.92335482525004
2973.826739171927,1309.8333245278418,2767.6266165520915,955.00019648581,1096.4290532300674,1879.569934506872,487.68359786461184,498.65472286029114,1482.0040660598509,262.8940498117395,352.41882788611605,78.4139975319196,70.37210289873728,251.26145657284104,303.19669222129363,97.5529323792677,54.24481976025182,86.08500370718718
1824.1347519504084,948.2387821818966,2043.9808469388634,680.0798212307232,1021.3731760118839,1171.5468816889136,369.1498736515118,383.48785057498776,1066.5818580711618,200.57105892019797,288.9405184835918,55.83877045596823,64.34383085796735,173.63690413440392,222.8326634546994,73.51239567197499,41.017581764742545,77.12772037375456
2532.814483676768,1117.1183156355564,2745.1912845949564,843.8103540950539,1016.6711359116116,2014.4584316367054,430.43125960500873,436.2927156044934,1331.230115140028,218.14712557127302,248.44556021574158,68.82960100612293,63.35739773655171,218.05013280297612,215.1245424907214,91.1695137844934,48.95839646560328,75.54984478445043
3799.732623878977,1422.2915045653892,3199.1545527984035,895.3215011560277,998.5849932475954,1861.0206838064744,478.96351749358433,484.5084533939532,1351.1602349404975,103.95378953021388,83.22536085042134,73.12026857817291,312.2302796025476,114.01347880991827,50.79520210665505,35.69990404451873,23.044740080591666,257.10767610799576
2154.9028447822902,900.0411490283568,2780.756647708268,774.7349985107157,988.1638918037496,1882.4529033958459,434.17561713921157,435.8863786241783,1354.893697200365,213.91007184713624,302.05930166813107,66.20079299081952,73.01857176487061,235.87659388566064,275.6730832129085,101.96557311660496,46.59433949615487,79.0673000134712
2242.724212912483,1101.1181133957552,2425.604615892597,666.3396340392667,998.7826292566102,1212.0850554590625,389.9902129911364,395.3509297907194,993.2867288530571,196.2816883393892,253.03801402305555,57.98719242683301,56.08933663305652,164.9903425788505,220.1644154154475,82.6807836361012,42.90944667725745,72.01111275177973
2293.7985120616713,772.5495881367866,2249.828565993362,220.36700695878437,780.899528697952,1116.4292042653326,279.5835717326605,290.592523835274,692.8691567658985,138.6032199812171,153.23432178793675,41.45418706048148,47.49222626734557,132.69553482697555,127.2675632987547,73.0674610057181,32.561910407720546,55.40826017509889
2370.8966974111036,1143.3504024895706,3262.398249768574,884.8144489978642,1122.7853224931685,1997.423435168084,470.0054261698893,477.22869165741406,1486.6892474768842,241.70816691159484,360.3210488093858,71.0448783813291,78.18756379919736,260.03617138996424,311.77884331435695,109.17028037226373,49.43097314219813,90.11252272502956
2457.7432933047385,1336.4845644809322,2761.1470081369503,923.9677119223819,1068.164367906004,1983.8445092718086,410.7368847666534,406.9086580974797,1304.6967288708454,192.02398493704803,359.97761260594746,64.13180862143568,70.65930096903416,234.3237351573003,303.36487863600405,89.288857696089,46.69410976971489,81.53031306712106
3324.166741965651,1326.437889389169,2840.99120004008,924.6986535601031,1097.7479109862277,2041.0734136920878,495.30217640574404,499.80481520028627,1462.642731198085,295.408804065655,356.55351846875595,76.27477147901962,71.55343505114087,255.15845675569,311.71728729741113,102.64754956862963,55.28325477796269,85.3314214847982
2523.952988586133,956.4388574018622,2330.570826597631,633.6070493307699,752.4428246805569,1430.3814431195606,392.4860808693554,401.6993905462294,1036.6373048222483,199.35386836353646,289.3879474313767,60.019883358370066,72.86923184290181,206.73957503068442,363.4874515970667,86.69725257769385,44.5506465581283,79.28997294129789
2002.2062152273522,691.0125867427942,1906.4404198766606,499.76915946507773,662.4841048474881,1008.8812705100139,279.3608680078567,301.06672115541056,640.1123325168056,153.99428584700476,150.58853523275116,43.21628977319522,42.35463471503041,120.22692660572612,159.81069250476526,75.14948128007532,36.02154507769942,54.148797686477586
1648.3993651015592,1069.0107559427297,2492.787624798436,807.6376974334702,947.1383881515,1751.919626412761,423.32900792893497,434.6754230961778,1201.637041446768,219.97906265435452,292.5156306856659,62.559848348708556,64.48045401889435,212.29079639723972,274.9410531683569,87.26955737077314,46.879525926658324,75.3496053650677
2291.1118646709724,1207.6308000816118,2767.168783500183,914.1557121219544,1076.9961447689975,1913.0818245244286,482.5875085122777,488.437404312368,1171.7885379094598,232.97839023464007,311.88100293026923,75.07182263543177,66.97234891739262,238.25191838991853,304.4968979029207,99.27922456093057,53.22237376482858,77.897052360483
3172.6027543551,1280.0719424879167,3249.4156914163937,931.6263623362253,1096.3562924971477,1928.542466040163,496.81045602365896,505.1814891441492,1188.8999522247298,283.7775614016064,75.54373849653064,79.59326833726107,234.8441393850329,296.05597309314885,123.78778686790436,139.32490644889452,56.60079133977737,66.6293168075481
2498.542508125004,976.1563068252539,2810.2050400548146,605.1656191530707,874.0465993263266,1354.247720474009,368.4597925895237,385.35332991887526,833.9378678225057,191.56662144670355,224.54581718594775,53.601528112349044,60.049062301628965,194.37385559357747,185.05974846175178,155.1367758893446,43.543746589179264,67.12929728729343
2399.1660015311218,1141.526323936178,3303.418942907237,888.9446190864927,1132.8173824358971,1998.5064139756134,473.10283089280523,473.18382055312316,1453.5847186383744,239.94165877629365,363.38039002496714,70.34401128022328,80.86364961896597,259.7788653710143,312.5380731862323,108.51639642363453,49.83719811324542,87.2462265349893
2638.472948261869,1198.1568119044384,3002.9462764181394,911.7420747398212,1092.8247297730372,2098.3310526006717,474.6927726207491,486.0602899366676,1435.4129115367887,259.0311609613927,348.29143706508626,76.30070407229768,71.13797691588756,246.76896834319794,298.3046095570415,109.12007379766135,52.990240313920374,83.64648042128856
1611.1368281957753,908.3027301474654,1984.004033553578,673.3631479255089,960.447311116222,1416.4834960676226,411.88204372608834,414.8208341780966,1116.9649536992351,2211.6673048362186,284.4635954596649,60.977082876042694,705.3763145837081,173.34237444764426,212.5185830216842,64.96299530894015,40.5861861082535,90.8386068121776
3141.7735357714196,1265.9787534882053,3272.0433576241226,927.9225871263334,1091.5355305319795,1948.8107609767515,495.5723009949768,504.3045593727972,1179.4708312784726,270.04461281556826,76.91666825866605,80.5031055173761,238.4164433839172,294.7742017776681,121.40858125314728,140.35038412943828,57.644125647789224,66.83880311028717
2428.6285661059833,1106.0643266020033,2249.520820936391,833.0749386618922,978.3450996255324,1524.0116359187043,409.67087788523133,413.4355247253348,1397.8281783320904,63.85544147073764,73.29184953504972,340.28407759761814,70.93152087698212,242.1733650716385,284.2214995186349,81.78572725547515,47.127544852144936,207.01562956538297
1621.2777004065579,898.6240447126391,2020.7949676141711,668.8242918778296,961.8821928074021,1402.6529712467109,406.51107763370266,412.98151044357263,1115.2647833805256,2198.322980691983,292.1231197482706,59.25789416332934,709.0681076118484,173.31483870936233,208.92597179315425,65.61256628272218,41.19343982203799,88.57598692511233
2224.563012232728,895.9567612962096,2801.66572772055,761.2402325608731,979.7576543094825,1876.6566388386468,427.7568776212589,432.06333778078465,1356.7316241403519,209.51841779144755,294.7679249107648,63.90447985218369,66.35143159472169,233.8823248389169,267.0122047959178,102.53957020855098,46.31986664988119,78.49050952848206
1957.4783441792215,1046.0386542302404,2566.8595113596666,677.6677726457443,1001.0196832152918,1256.6321610529671,385.6644029873777,394.8204495981715,986.6625023948511,224.54213917137906,250.45584626082643,56.47443949292071,53.736382178540254,167.01237468053506,224.44940641435866,81.64766704509249,40.784625393345785,72.35731969971496
2478.430118870684,1111.5664746898046,2687.0777765245048,859.6793653036747,1013.8912185299952,1980.4618103569587,423.73939117682096,436.46966818279276,1330.4879477025738,204.15128362206303,262.2523170509476,65.73847707646915,62.81640015512656,220.7429947389835,218.51365781548287,89.5544848536245,49.015415222254646,76.42044518127864
2381.793271870813,818.5606902241698,2162.060568284655,473.5590298927942,749.9952578629146,1049.2170442433808,301.2225499412067,304.19226882455797,685.844790644504,149.5951234871246,143.82021421893404,47.25276863331247,34.42389378839732,127.00177692503767,125.47367607674285,76.40590944491245,34.347457311325215,53.49182622401221
3079.862691689476,1098.1512155731555,2016.0669045025318,650.0782181958824,751.4078037314288,1094.400067223003,446.5003709918549,449.4189281152498,827.1399129013836,205.48239582386628,272.28657204449297,60.390088762222106,65.07787593037246,169.50740837005824,299.0345492914889,111.17789554507377,50.28658392357475,71.45145458725362
2325.7552411376587,1042.2233016546031,2198.001835290774,719.2519364498489,837.791582256869,1372.3775094994771,330.39326094995647,331.1811486319302,1195.2556393146183,173.1251090673038,295.4482340928858,51.7082973263957,70.94070267022416,229.91021116826963,277.6166425471905,60.23130763735371,38.19910417020469,75.94177105624522
1488.712850442329,881.7274128506443,1988.9550430453933,637.9234768878974,1063.5695876757898,1338.685970979222,346.22801572145033,337.10110065205583,1005.5250293012477,166.74531016704535,276.12598931154133,51.476016596172705,76.04896556438275,158.62973428992677,219.24941378377648,69.20378408688185,37.311363060701595,88.55198997338292
1875.9542899326932,1065.4993145629549,2566.5287396732037,651.0490869874321,970.9128768326447,1216.0639009665817,358.3401562904351,347.6589052354394,865.6023113493286,151.52330714314405,225.47088253281487,54.25435489001826,53.927428452134365,149.6968770682646,221.45250687817747,78.54446858596596,39.32029799128151,74.8373604919622
2551.5949799633404,994.825970088223,2620.8269405651868,645.5554732952722,907.0421736275499,1270.7643438663983,349.93119284062357,358.5903332259335,950.525797118446,177.9628765607231,201.48840345294263,51.78242651599006,47.924092683601536,161.98020767222465,181.53037859615935,81.97066184830432,38.26509194053661,69.13030709777344
2010.6910553061546,1054.8139569343655,2423.610824051543,776.5587555336776,873.4175355655125,1767.226853208329,424.8892035847226,440.8018402660964,1323.7805971816401,209.1049522132006,325.225975059922,68.21001182374711,66.31288248745314,238.11588393701004,303.4014436744199,94.63551529533352,49.692655509275006,78.79955865595836
1943.3273954160936,1003.4514518820905,2059.952548054418,709.7643620111961,829.9382464009256,1383.2357488237433,318.255754258453,314.64966153289,1315.3547309291753,162.33596712005632,331.64041871354,50.87795719393799,74.93606232520003,233.09453461052064,303.605470678376,59.69290089108315,36.91003906382556,84.83272145265309
1981.1829494011733,1276.3258018061135,3508.503230030881,953.1670171522425,1175.0512632947932,2243.725191113238,492.57809634018685,510.37355751908416,1441.0147600547873,261.69155711189677,341.7185208542244,75.87997431965425,68.00209728296713,245.19818395923713,289.0970321813733,118.04372008911326,54.33747474811627,84.56486661717508
2389.4277510028496,984.1044999089692,2337.994789345782,563.1105327729352,923.5539158242979,1174.6516587829449,324.0801270321359,315.45901640738634,841.6700094079426,146.2214981187534,173.21983759511204,50.6907210244483,55.231400839540655,145.49924385315813,161.03625765468144,76.87902605251215,34.71436787557828,63.44257920104048
2360.5337303673755,799.6049157524872,2192.3488994375384,214.43746054148752,781.2800618191458,1134.5944143133952,277.66462269346005,293.223728028136,680.8836355325352,174.20680761395056,156.77822487357864,42.66261802082018,38.152243645246024,130.2012467098426,125.15404501005142,74.01617416099833,33.238857733501,56.37712184431149
3011.3482605717986,1319.3817872713928,2719.921508299018,954.7121152025474,1103.0095502981044,1894.328243542512,480.8879771436991,493.84797838368655,1481.0099437332283,248.47159616227742,359.12793153093224,73.54757989216894,80.67197324659045,255.3467194651051,307.21428979599926,97.73729645208714,53.532603367446775,84.41004783564188
1692.8000059172634,796.6596513021981,2740.6465716937905,617.1696682738799,926.3877321076059,1408.540315881708,362.9842878476795,380.919377353041,1011.9099393100321,183.6713822308483,255.83007993646018,54.194636639737645,47.460036259253414,174.3188791665125,202.82564289489557,86.95428707326828,36.74524618467545,69.64317335471576
2921.47001588261,1185.3857902654167,2335.858309296715,819.0686200344722,911.1368079046175,1633.1205509357276,371.83330455965887,363.22814984305205,1435.586321974376,176.93361905468652,345.19566292816467,63.370702823411385,79.6619251842974,263.2012674066048,320.7282805644938,92.11840313197106,48.584693158582894,84.93476344070955
